idContrato,idItem,numero_item,codigo_cubso,descripcion_item,cantidad,unidad_medida,moneda,monto,fecha_ultima_actualizacion
84512,1714,1,8111230600337652,SERVICIO DE MANTENIMIENTO CORRECTIVO DE IMPRESORA MULTIFUNCIONAL,1,SERVICIO,,,2026-08-04T15:56:30-05:00
84512,1699,2,8111230700385661,SERVICIO DE MANTENIMIENTO CORRECTIVO DE COMPUTADORA PERSONAL DE ESCRITORIO,1,SERVICIO,,,2026-08-04T15:56:30-05:00
84115,6194,1,8510150200391646,SERVICIO DE ATENCIONES MEDICAS AMBULATORIA PARA PACIENTES,1,SERVICIO,,,2026-08-04T15:56:30-05:00
84115,6194,2,8510150200391646,SERVICIO DE ATENCIONES MEDICAS AMBULATORIA PARA PACIENTES,1,SERVICIO,,,2026-08-04T15:56:30-05:00
84086,19331,1,8512180800226580,SERVICIO DE RADIO CIRUGIA ESTEREOTAXICA,1,SERVICIO,,,2026-08-04T15:56:30-05:00
84083,1382,1,8510150300226539,SERVICIO DE ATENCIONES MEDICAS ESPECIALIZADAS,1,SERVICIO,,,2026-08-04T15:56:30-05:00
84069,19331,1,8512180800226580,SERVICIO DE RADIO CIRUGIA ESTEREOTAXICA,1,SERVICIO,,,2026-08-04T15:56:30-05:00
84077,1382,1,8510150300226539,SERVICIO DE ATENCIONES MEDICAS ESPECIALIZADAS,1,SERVICIO,,,2026-08-04T15:56:30-05:00
84056,1382,1,8510150300226539,SERVICIO DE ATENCIONES MEDICAS ESPECIALIZADAS,1,SERVICIO,,,2026-08-04T15:56:30-05:00
84062,1382,1,8510150300226539,SERVICIO DE ATENCIONES MEDICAS ESPECIALIZADAS,1,SERVICIO,,,2026-08-04T15:56:30-05:00
84050,1382,1,8510150300226539,SERVICIO DE ATENCIONES MEDICAS ESPECIALIZADAS,1,SERVICIO,,,2026-08-04T15:56:30-05:00
84057,1382,1,8510150300226539,SERVICIO DE ATENCIONES MEDICAS ESPECIALIZADAS,1,SERVICIO,,,2026-08-04T15:56:30-05:00
84057,1382,2,8510150300226539,SERVICIO DE ATENCIONES MEDICAS ESPECIALIZADAS,1,SERVICIO,,,2026-08-04T15:56:30-05:00
84057,1382,3,8510150300226539,SERVICIO DE ATENCIONES MEDICAS ESPECIALIZADAS,1,SERVICIO,,,2026-08-04T15:56:30-05:00
84057,1382,4,8510150300226539,SERVICIO DE ATENCIONES MEDICAS ESPECIALIZADAS,1,SERVICIO,,,2026-08-04T15:56:30-05:00
84057,1382,5,8510150300226539,SERVICIO DE ATENCIONES MEDICAS ESPECIALIZADAS,1,SERVICIO,,,2026-08-04T15:56:30-05:00
84057,1382,6,8510150300226539,SERVICIO DE ATENCIONES MEDICAS ESPECIALIZADAS,1,SERVICIO,,,2026-08-04T15:56:30-05:00
84057,1382,7,8510150300226539,SERVICIO DE ATENCIONES MEDICAS ESPECIALIZADAS,1,SERVICIO,,,2026-08-04T15:56:30-05:00
84057,1382,8,8510150300226539,SERVICIO DE ATENCIONES MEDICAS ESPECIALIZADAS,1,SERVICIO,,,2026-08-04T15:56:30-05:00
84034,1382,1,8510150300226539,SERVICIO DE ATENCIONES MEDICAS ESPECIALIZADAS,1,SERVICIO,,,2026-08-04T15:56:30-05:00
84034,1382,2,8510150300226539,SERVICIO DE ATENCIONES MEDICAS ESPECIALIZADAS,1,SERVICIO,,,2026-08-04T15:56:30-05:00
84034,1382,3,8510150300226539,SERVICIO DE ATENCIONES MEDICAS ESPECIALIZADAS,1,SERVICIO,,,2026-08-04T15:56:30-05:00
84044,1382,1,8510150300226539,SERVICIO DE ATENCIONES MEDICAS ESPECIALIZADAS,1,SERVICIO,,,2026-08-04T15:56:30-05:00
84037,1431,1,8512160100226548,SERVICIO DE ATENCION MEDICA ESPECIALIZADA EN GINECO OBSTETRA,1,SERVICIO,,,2026-08-04T15:56:30-05:00
84037,1431,2,8512160100226548,SERVICIO DE ATENCION MEDICA ESPECIALIZADA EN GINECO OBSTETRA,1,SERVICIO,,,2026-08-04T15:56:30-05:00
84012,1431,1,8512160100226548,SERVICIO DE ATENCION MEDICA ESPECIALIZADA EN GINECO OBSTETRA,1,SERVICIO,,,2026-08-04T15:56:30-05:00
83571,17805,1,5120240100196595,"ADALIMUMAB 40 mg (0,8 mL) INYECTABLE",20,UNIDAD,,,2026-08-04T15:56:30-05:00
83555,14877,1,5116170900197751,SURFACTANTE PULMONAR DE ORIGEN NATURAL 25 mg/mL INY 8 mL,50,UNIDAD,,,2026-08-04T15:56:30-05:00
83553,10535,1,5128390400196948,SULFADIAZINA DE PLATA 1% X 400G,500,UNIDAD,,,2026-08-04T15:56:30-05:00
83448,7950,1,5117160600059182,MAGNESIO SULFATO 200 MG/ML INY 10 ML,6000,UNIDAD,,,2026-08-04T15:56:30-05:00
83386,13125,1,2410200400392398,ANAQUEL METALICO 1.80 X 90CM X 36CM,8,UNIDAD,,,2026-08-04T15:56:30-05:00
83374,14831,1,5121161700196578,FOLINATO CALCICO (equiv 50 mg acido folinico) INY,500,UNIDAD,,,2026-08-04T15:56:30-05:00
83345,23070,1,5139173400061753,FENILEFRINA 25 mg/mL SOL OFT 15 mL,50,UNIDAD,,,2026-08-04T15:56:30-05:00
83254,23039,1,5113230200299752,DEXTROSA 5 g/100 mL ((5 %) INY CIRCUITO CERRADO 500 mL,3000,UNIDAD,,,2026-08-04T15:56:30-05:00
83254,23040,2,5113230200062284,DEXTROSA 5 g/100 mL (5 %) INY CIRCUITO CERRADO 100 mL,4000,UNIDAD,,,2026-08-04T15:56:30-05:00
83253,9909,1,5119160100062290,DEXTROSA 10 % (10 g/100 mL) INY 1 L,2400,UNIDAD,,,2026-08-04T15:56:30-05:00
83067,1382,1,8510150300226539,SERVICIO DE ATENCIONES MEDICAS ESPECIALIZADAS,1,SERVICIO,,,2026-08-04T15:56:30-05:00
82372,6590,1,4229560200178691,SISTEMA DE DERIVACION VENTRICULO PERITONEAL DE PRESION MEDIA ADULTO,1,UNIDAD,,,2026-08-04T15:56:30-05:00
81897,20842,1,3912104100369010,ESTABILIZADOR DE VOLTAJE,50,UNIDAD,,,2026-08-04T15:56:30-05:00
81318,11592,1,4222200800178728,LINEA PARA BOMBA DE INFUSION CON FILTRO DE 0.2 um,850,UNIDAD,,,2026-08-04T15:56:30-05:00
81318,7550,2,3912141900393857,CONECTOR RECTO 1/4 CON LUER MACHO,2000,UNIDAD,,,2026-08-04T15:56:30-05:00
81318,21712,3,4229492500301216,PUNZON DE TRANSFERENCIA PARA LIQUIDOS ESTERILES,2000,UNIDAD,,,2026-08-04T15:56:30-05:00
81318,20569,4,4410350800204422,PUNZON PERFORADOR PARA CONEXION A FRASCO,2000,UNIDAD,,,2026-08-04T15:56:30-05:00
80918,22771,1,4229512300325993,EQUIPO DE ASPIRACION PORTATIL DESCARTABLE Nº 18,100,UNIDAD,,,2026-08-04T15:56:30-05:00
80862,7766,1,4231151000351727,APOSITO DE ESPUMA (POLIURETANO) CON PLATA IONICA 1.2 % CON HIDROFIBRA (CARBOXIMETILCELULOSA SODICA) 20 cm X 16.9 cm APROX. PARA HERIDAS,100,UNIDAD,,,2026-08-04T15:56:30-05:00
80273,869,1,7611150400225373,LIMPIEZA Y DESINFECCION DE AMBIENTE NEONATOLOGIA,2,SERVICIO,,,2026-08-04T15:56:30-05:00
80273,869,2,7611150400225373,LIMPIEZA Y DESINFECCION DE AMBIENTE CONSULTORIOS EXTERNOS,2,SERVICIO,,,2026-08-04T15:56:30-05:00
